title,date,apply,location,company,hire_time,graduate_time,company_industry,company_size,salary,qualifications
Embedded System Software Intern,09-04-2025,https://jobright.ai/jobs/info/67f70fda63ec2ab8625f8e75?utm_source=1099&utm_campaign=Software Engineer,"San Jose, CA",Applied Materials,May,,"Electronics,Manufacturing",10000+,,"1. Student must be available to start May/June and end their 12 weeks ~Aug/Sept
2. Student must be pursuing an undergraduate degree program in Computer Science, Computer Engineering, or a related field and returning to their studies upon completion of internship. Ideal candidate should have completed at least the 2nd year of their program
3. Strong knowledge using the C language on Linux system and with the C library"
Software Engineering Internship,09-04-2025,https://jobright.ai/jobs/info/67f70b90d9687bfb4d7bfb82?utm_source=1099&utm_campaign=Software Engineer,"Multi Location
Marshalltown, IA
301 S 1st Avenue, Marshalltown, IA, 50158, US",Emerson,2025-Summer,,"Electronics,Industrial Automation",10000+,,"1. Currently pursuing a Bachelor's degree in Software Engineering, Software Development, Computer Science, or related field
2. At least one object-oriented programming course completed prior to intern
3. Legal authorization to work in the United States - Sponsorship will not be provided for this role"
Infotainment Software Intern,09-04-2025,https://jobright.ai/jobs/info/67f6fad3c529dbaa165d1dc9?utm_source=1099&utm_campaign=Software Engineer,"Kalamazoo Charter Township, MI","Hyundai America Technical Center, Inc. (HATCI)",,,Automotive,251-500,,"1. Develop embedded infotainment software, working with the existing team on production and advanced development projects
2. Developing in C++, QT, and Python
3. Running on embedded Linux
..."
Software Engineering Internship - Fall 2025,09-04-2025,https://jobright.ai/jobs/info/67f6f21ca578218e2d792ffb?utm_source=1099&utm_campaign=Software Engineer,"Multi Location
Seattle, WA
Lowell, MA
Weston, FL
Branchburg, NJ
Atlanta, GA
Branchburg,NJ,United States
Atlanta,GA,United States
Weston,FL,United States
Lowell,MA,United States",UKG,2025-September,2025,"Bookkeeping and Payroll,Human Resources",10000+,$23-$30 /hr,"1. Well versed in Java/Python, Object Oriented Programming, Data Structures & Algorithms with overall strong technical knowledge
2. Currently pursuing a bachelor's degree in Computer Science or related technical discipline
3. Must be able to work in a hybrid environment and be on site 3 days per week
..."
"Intern, Software Engineering",09-04-2025,https://jobright.ai/jobs/info/67f6ef315fc783d3ce24542d?utm_source=1099&utm_campaign=Software Engineer,"Buffalo, NY",Moog Inc.,Summer,,"Aerospace,Industrial",10000+,$21-$29 /hr,"1. Enrolled in a Computer Engineering, Computer Science, or Electrical Engineering Bachelor's or Master's Degree program, at an accredited university.
2. GPA of at least 3.0; exact GPA requirement will be specified by department.
3. Ability to relocate for the duration of the internship.
..."
Embedded IOT Business Development Intern (Colombia - Remote),09-04-2025,https://jobright.ai/jobs/info/67f6e87b240b3f8a2bc8e0ae?utm_source=1099&utm_campaign=Software Engineer,United States,Qualcomm,,,"Artificial Intelligence (AI),Generative AI",10000+,,"1. Technical Proficiency: Basic knowledge of Machine Learning and Deep Learning AI.
2. Familiarity with the Embedded IoT sector, including microelectronics, power management and system integration knowledge.
3. Current Senior University Student pursuing a degree in electronic engineering, computer science or relevant field of study.
..."
DGX Cloud Platform Software Engineer Intern– Summer 2025,09-04-2025,https://jobright.ai/jobs/info/67f6e7364073c827b76d83be?utm_source=1099&utm_campaign=Software Engineer,"US, CA, Santa Clara",NVIDIA,2025-Summer,,"Artificial Intelligence (AI),GPU",10000+,$18-$71 /hr,"1. Pursuing a BS, MS or PhD in Computer Science / Computer Engineering / Physics / Mathematics or other comparable Degree
2. Deep understanding of algorithms, data structures, concurrency, scalable runtime design and distributed systems
3. Strong programming skills and expert-level knowledge of a systems programming language (C/C++/Go/Rust)
..."
Corporate Engineer Intern,09-04-2025,https://jobright.ai/jobs/info/67f6d2054bd4c7bf487edb08?utm_source=1099&utm_campaign=Software Engineer,"Lake Crystal, MN",Federal Signal Corporation,,,"Consumer Research,Electronics",1001-5000,$17-$19 /hr,"1. Enrolled in a four-year university engineering or computer science program.
2. Strong academic performance and familiarity with Microsoft applications.
3. Excellent organizational and communication skills.
..."
SCAN Intern-Graduate- Information Technology,09-04-2025,https://jobright.ai/jobs/info/67f6c159c9731f5444abfd43?utm_source=1099&utm_campaign=Software Engineer,"Long Beach, CA",SCAN,2024-May,,Health Care,1001-5000,,"1. Currently enrolled in MBA degree program: Computer Science, Data Engineering, Data Science, or a related field.
2. Expertise with Microsoft Azure, especially Azure Event Hub, Data Fabric and Azure Event Hub, Azure Function.
3. Ability to develop and integrate APIs.
..."
Software Engineer Intern,09-04-2025,https://jobright.ai/jobs/info/67f6c159c9731f5444abfba5?utm_source=1099&utm_campaign=Software Engineer,"Camarillo, CA",CTI,,,"Analytics,Cyber Security",101-250,$35-$35 /hr,"1. Pursuing a bachelor's degree in Computer Science, Computer Engineering, or a related field.
2. Strong programming skills in languages such as Java, C#, or Python. (Java preferred)
3. Coding or software development experience: Candidate must have completed internships or academic projects that demonstrate their ability to write code in at least one programming language.
..."
Software Engineering Intern,09-04-2025,https://jobright.ai/jobs/info/67f6c159c9731f5444abfadb?utm_source=1099&utm_campaign=Software Engineer,"Multi Location
Atlanta, GA
Herndon, VA",AMETEK,,,"Electronics,Manufacturing",10000+,$40000-$45000 /yr,"1. Studying towards a relevant degree in Engineering or Software Development
2. Experience with object-oriented programming languages like C#, Java, Python, etc.
3. Familiarity with IDE development tools: Visual Studio Professional, Visual Studio Core, SQL Management Studio, etc.
..."
"2025 PhD Software Engineer Intern (Compute Foundations), United States",09-04-2025,https://jobright.ai/jobs/info/67f6bf64cbf8940adfb64b5f?utm_source=1099&utm_campaign=Software Engineer,"Seattle, WA",Uber,2025-Summer,2025,"Logistics,Mobile Apps",10000+,$67-$67 /hr,"1. Currently enrolled in a Ph.D. program studying networking, distributed systems, operating systems, storage systems, cloud computing, and all related areas
2. Candidates must have at least one semester/quarter of their education left following the internship
3. Knowledge of the underlying technical foundations of distributed model training and serving, and model evaluation methodologies
..."
Summer 2025 Intern - Software Development - Mechanical (Bachelors),09-04-2025,https://jobright.ai/jobs/info/67ec82b655ace3436367d0ca?utm_source=1099&utm_campaign=Software Engineer,"Austin, TX",Ansys,2025-May,,"Enterprise Software,Information Services",1001-5000,,"1. Pursuing a bachelor degree in Mechanical/Civil/Industrial Engineering, Computer Science, or related technical degree
2. GPA of 3.0 or higher in the major study
3. Currently enrolled in a full-time degree program and returning to university after the completion of the internship program
..."
Cloud Engineering Intern - Summer 2025,09-04-2025,https://jobright.ai/jobs/info/67f6b28d991ba0afe190cbda?utm_source=1099&utm_campaign=Software Engineer,"Sunnyvale, CA",Juniper Networks,2025-Summer,2025-December,"Communication Hardware,DevOps",5001-10000,$84000.80-$120750.55 /yr,"1. A strong interest in cloud engineering and related development, exemplified by a solid grasp of concepts in: Databases like Relational Databases, No-SQL Databases
2. Strong understanding of ElasticSearch and Kafka
3. Strong fundamental computer science skills, e.g. algorithms, distributed systems, data structures, object-oriented programming, including: Strong programming and debugging skills in Python, Go, Java
..."
Software Engineering Intern - Network Security Group (Summer 2025),09-04-2025,https://jobright.ai/jobs/info/67f6b28d991ba0afe190cbd3?utm_source=1099&utm_campaign=Software Engineer,"Sunnyvale, CA",Juniper Networks,2025-Summer,2025-December,"Communication Hardware,DevOps",5001-10000,$84000.80-$120750.55 /yr,"1. Currently pursuing a MS or PhD in EE/CE/CS, graduating December 2023 or later
2. Strong programming fundamentals (e.g., C/C++, Python or other programming language), including the design and implementation of algorithms.
3. Effective verbal and written communication; team player.
..."
Software Engineering Intern - Packet Forwarding Team (Summer 2025),09-04-2025,https://jobright.ai/jobs/info/67f6b28d991ba0afe190cbd2?utm_source=1099&utm_campaign=Software Engineer,"Sunnyvale, CA",Juniper Networks,2025-Summer,2025-December,"Communication Hardware,DevOps",5001-10000,$84000.80-$120750.55 /yr,"1. Candidates must be enrolled in a Bachelor’s, Master’s, or PhD program, preferably in EE, CS, or CE, graduating December 2025 or later.
2. Strong programming fundamentals, including algorithms and data structures
3. Proficiency in programming languages such as Python, C, C++
..."
Software Engineering Intern - Medical Device,09-04-2025,https://jobright.ai/jobs/info/67f6da007e3f5e1431c738b5?utm_source=1099&utm_campaign=Software Engineer,"Eden Prairie, MN",Bracco Medical Technologies,May,,"Manufacturing,Medical",1001-5000,,"1. Engineering student enrolled in Bachelor’s or Master’s Engineering Program focused on software or computer engineering.
2. Knowledge/experience with Object Oriented programming in C#, Java, and/or C++
3. Basic knowledge/experience with Python programming language
..."
Software Development Intern,09-04-2025,https://jobright.ai/jobs/info/67f6af054e17ed218c446639?utm_source=1099&utm_campaign=Software Engineer,United States,Leidos,2025-May,2025,"Computer,Government",10000+,$47K-$85K /yr,"1. Be enrolled in a Computer Science degree program or STEM degree program
2. Experience with scripting languages, such as Java, JavaScript, Python, Bash
3. MUST be a US Citizen
..."
Software Engineering Intern – Junos Evolved OS Infrastructure (Summer 2025),09-04-2025,https://jobright.ai/jobs/info/67f6433dcf531ab0dbe45290?utm_source=1099&utm_campaign=Software Engineer,"Sunnyvale, CA",Juniper Networks,2025-Summer,2025,"Communication Hardware,DevOps",5001-10000,$84000.80-$120750.55 /yr,"1. Be enrolled in a BS/MS program preferably in CS/ECE/EEE majors, graduating December 2025 or later.
2. Experience with programming in C/C++/Python
3. Good knowledge of Data Structures and Algorithms
..."
Enterprise Architecture Intern,09-04-2025,https://jobright.ai/jobs/info/67f6a0327c264810bea5f1d0?utm_source=1099&utm_campaign=Software Engineer,"Ramsey, NJ","Konica Minolta Business Solutions U.S.A., Inc.",,,"Business Intelligence,Cloud Data Services",5001-10000,,"1. Rising Junior or Rising Senior pursuing a bachelor's degree in a related field
2. Currently enrolled in an accredited 4-year college or university
3. Strong analytical and problem-solving skills
..."
IT Operations/SWE Intern - Summer 2025,09-04-2025,https://jobright.ai/jobs/info/67e8b2ed07b01220bd5daa7b?utm_source=1099&utm_campaign=Software Engineer,"Sunnyvale, CA",Juniper Networks,2025-Summer,2025,"Communication Hardware,DevOps",5001-10000,$66560-$120750.55 /yr,"1. Be in enrolled in a Bachelor’s, or master’s program, preferably in computer science, graduating December 2025 or later.
2. Pursuing a degree in Computer Science, Information Technology, or a related field.
3. Eagerness to learn new tools, technologies, and methodologies.
..."
Summer 2025 Intern- AI Software Engineer (Full Stack),09-04-2025,https://jobright.ai/jobs/info/67f69f138814a6758ab9bcc1?utm_source=1099&utm_campaign=Software Engineer,"Multi Location
Palo Alto, CA
California - Palo Alto",Salesforce,2025-Summer,2026,"Artificial Intelligence (AI),Cloud Computing",10000+,$54-$58 /hr,"1. Currently pursuing a Bachelor or Master’s degree in Computer Science, Data Science, Engineering, or a related field (Spring 2026 Grad)
2. Experience in full-stack web application development.
3. Proficiency in front-end technologies: HTML5, CSS, JavaScript, jQuery, React.
..."
Software Engineering Intern - OS infrastructure and virtualization (Summer 2025),09-04-2025,https://jobright.ai/jobs/info/67edee9aa98e08dfcdff430a?utm_source=1099&utm_campaign=Software Engineer,"Sunnyvale, CA",Juniper Networks,2025-Summer,Dec-25,"Communication Hardware,DevOps",5001-10000,$84000.80-$120750.55 /yr,"1. Be enrolled in a BS/MS program preferably in CS/ECE/EEE majors, graduating December 2025 or later.
2. Experience with programming in C/Go/Perl/Python/Bash
3. Good knowledge of Data Structures and Algorithms
..."
Software Engineering Intern - RAG & Automation (Summer 2025),09-04-2025,https://jobright.ai/jobs/info/67de7662bc30ebe2ca28b7b1?utm_source=1099&utm_campaign=Software Engineer,"Sunnyvale, CA",Juniper Networks,2025-Summer,,"Communication Hardware,DevOps",5001-10000,$84000.80-$120750.55 /yr,"1. Currently pursuing a degree in Computer Science, Electrical Engineering, or a related field.
2. Strong programming skills in languages such as Python, Java, or C++.
3. Familiarity with automation tools and frameworks.
..."
